=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.10.07 14:46:19 =~=~=~=~=~=~=~=~=~=~=~=
1673		23.947584
1589		21.837376
1699		21.836300
1593		21.842751
1591		21.829851
1593		21.836300
1615		21.393404
1593		21.824476
1593		21.375130
1611		21.837376
1691		21.839525
1587		21.395554
1589		21.830925
1591		21.379429
1593		21.386953
1590		21.832001
1589		21.834150
1595		21.832001
1616		21.832001
1627		21.840601
1629		21.828775
1597		21.382654
1626		21.847050
1585		21.371904
1593		21.844900
1719		21.431028
1591		21.832001
1606		21.834150
1589		21.371904
1588		21.826626
1611.366667
1671		23.098341
1594		21.850275
1611		21.833076
1587		21.827700
1611		21.841675
1608		21.842751
1611		21.816950
1613		21.372980
1611		21.847050
1615		21.835226
1613		21.826626
1611		21.825550
1606		21.829851
1611		21.844900
1617		21.824476
1619		21.829851
1627		21.824476
1615		21.382654
1616		21.828775
1627		21.844900
1615		21.829851
1615		21.836300
1593		21.377279
1613		21.830925
1593		21.382654
1699		21.828775
1615		21.393404
1617		21.839525
1611		21.842751
1613		21.839525
2919892201122759580612182617187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
1715		23.476738
1593		21.381578
1593		21.837376
1593		21.834150
1691		21.363304
1591		21.371904
1593		21.840601
1695		21.830925
1595		21.830925
1587		21.837376
1589		21.835226
1609		21.830925
1609		21.371904
1611		21.806200
1609		21.382654
1607		21.381578
1608		21.385880
1711		21.834150
1611		21.379429
1609		21.834150
1611		21.836300
1609		21.833076
1645		21.830925
1611		21.835226
1615		21.386953
1611		21.847050
1717		21.389105
1611		21.837376
1611		21.840601
1613		21.859951
1622.433333
1611		23.519737
1587		21.858875
1591		21.845976
1579		21.837376
1613		21.382654
1585		21.374054
1629		21.828775
1603		21.841675
1597		21.839525
1699		21.835226
1613		21.834150
1614		21.833076
1611		21.848125
1619		21.385880
1615		21.845976
1609		21.837376
1610		21.847050
1594		21.844900
1611		21.847050
1619		21.844900
1627		21.828775
1589		21.399855
1611		21.848125
1611		21.853500
1591		21.438553
1709		21.857800
1613		21.839525
1623		21.843826
1592		21.852425
1585		21.388029
2919892201122759580612182617187500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000
973		27.904627
1011		46.239681
1143		41.403294
1013		42.611584
1011		42.168690
1031		46.232155
1011		45.754860
1013		43.107155
1009		42.135365
995		45.752708
999		40.899124
999		45.731209
999		46.199905
1051		39.573658
1107		41.846191
1007		43.523178
1043		43.545753
1158		41.754818
1013		41.414043
1011		42.211689
1011		78.384071
1029		46.192383
1014		40.031605
1033		41.403294
1029		40.079979
1011		46.198830
1007		46.187004
1007		42.165462
1015		41.745140
1111		42.618034
1028.800000
985		27.891727
1007		43.041580
1011		40.410004
1009		42.625561
1013		40.900200
1015		45.774208
1009		40.400326
1011		40.411076
1032		42.206314
1009		45.750561
1031		46.194530
1009		41.379646
1009		39.967106
1013		42.110638
1011		41.371044
1011		39.502708
1011		46.184856
1009		41.376419
1011		42.618034
1009		41.733318
1033		42.157940
1023		42.623409
1019		41.386093
999		46.254730
1003		45.759159
1034		40.499226
1003		40.875473
1009		45.760235
1015		40.411076
1013		40.912022
1012.533333
1077		40.697025
1155		40.305729
1075		40.689499
1067		34.460999
1069		40.709927
1075		37.645123
1071		40.675526
1071		40.665852
1063		40.317554
1061		39.829506
1061		41.070045
1095		40.642200
1067		40.298203
1074		39.803707
1075		35.229618
1067		38.422344
1069		30.726479
1065		41.121647
1067		40.698101
1075		40.697025
1075		38.554565
1070		41.122723
1071		37.639748
1071		39.398434
1185		36.744282
1073		39.866058
1071		34.877022
1075		41.085098
1071		41.070045
1073		40.646500
1077.800000
1067		40.714226
1159		41.085098
1079		40.646500
1065		38.915764
1053		40.705624
1063		33.527908
1097		39.333935
1062		34.951195
1075		34.467449
1075		39.804783
1169		40.288528
1073		39.465084
1201		40.681976
1075		39.007137
1207		38.468567
1071		40.718525
1071		38.909313
1073		41.117348
1071		40.709927
1067		41.116272
1075		40.288528
1069		40.694874
1073		39.394135
1075		40.663700
1075		40.324001
1069		40.327229
1072		40.345501
1071		40.319702
1069		33.986927
1065		38.997463
1086.200000
3839		5.715729
3843		5.714654
3839		5.712504
3983		5.711430
3839		5.715729
3839		5.712504
3961		5.720029
3860		5.711430
3839		5.723254
3839		5.713579
3836		5.716805
3837		5.715729
3837		5.713579
3833		5.716805
3835		5.718954
3835		5.717879
3830		5.712504
3838		6.137126
3838		6.137126
3833		5.718954
3837		5.714654
3837		5.718954
3839		5.714654
3839		5.714654
3839		6.141426
3832		5.716805
3841		5.714654
3839		5.718954
3822		5.718954
3839		5.715729
